DATE,S&P 500,TA,CC,FFR,LF
2010-03,0.029018017000000285,0.008610819999999464,-0.0007378270000000242,0.021658987000000032,-1.1335837800000022
2010-04,-0.04248129299999981,-0.00026719000000063886,-0.0030297079999996868,-0.004270354000000032,1.0195594200000002
2010-05,-0.10018312200000068,-0.009750879999998574,-0.00011237400000041475,-0.031505376,3.5853531899999957
2010-06,0.030143274000001163,-0.0031642700000009683,0.0015541000000007799,-0.026290321999999977,-1.3407784099999986
2010-07,0.12190416299999907,-0.0023875299999982502,-0.0005315540000010444,0.029892472000000003,-2.2196441799999995
2010-08,-0.11512758599999984,-0.004535410000002571,-0.002208450999999556,0.0008602159999999692,-1.0642989799999967
2010-09,0.13254027799999957,3.906000000242216e-05,0.00412726300000088,-0.0014623659999999927,0.9946326199999973
2010-10,-0.047735473999999556,0.007764709999998232,0.003929792999999293,-0.008688171999999966,0.8891137799999989
2010-11,-0.03848590999999946,0.004806230000001577,0.001439687999999606,0.0064193539999999605,-5.140192049999996
2010-12,0.06554942599999958,0.025532639999997997,-0.002179148999999825,-0.01415053699999999,9.835418009999994
2011-01,-0.04086353200000037,-0.010613189999999051,-0.009204569999999634,-0.003731181999999972,-3.2247631499999976
2011-02,0.00906361000000011,0.00327301999999996,0.008804296999999295,0.003237325999999957,-1.048975219999999
2011-03,-0.03250444599999991,0.008382690000001247,0.005374724000001052,-0.006474653999999969,-1.1547905199999988
2011-04,0.0291447680000001,0.0004967599999989858,-0.0050632980000004935,-0.02263364000000001,-0.7606808900000033
2011-05,-0.041689811000000354,-0.00488403000000126,-0.0014230920000004588,0.036580644999999995,1.9079647400000042
2011-06,-0.00483333899999927,0.0007876300000013714,-0.0004778159999991871,0.002258064000000004,-2.1046918700000035
2011-07,-0.003282135000000963,-0.014591850000000406,-0.0008395770000007019,-0.019161289999999997,2.0667158100000016
2011-08,-0.036759122999999505,-0.017359559999999163,-0.002522549999999235,0.045870968,-1.0666581400000013
2011-09,-0.01599963699999929,0.001438829999999669,0.002134916999999348,-0.036645161999999995,-0.04117120000000085
2011-10,0.17677371999999902,0.0004840900000004922,-0.0022397910000000465,-0.0015483870000000122,1.9135749600000018
2011-11,-0.10737807599999982,-0.00904034000000209,0.009233402000000446,0.023709678000000012,-0.001501019999999187
2011-12,0.013568037999999838,0.03299954000000227,-0.0019587840000001577,-0.019741936,-0.9765449700000026
2012-01,0.03416344500000079,-0.015095130000000623,-0.0074588550000003195,0.019709677999999994,0.8252546000000045
2012-02,-0.002872668000000189,-0.0023216200000000242,0.006698137999999965,0.011535037999999997,-1.767422920000005
2012-03,-0.008935795000001079,-0.020134720000001494,0.0039889020000005715,0.0011234720000000142,0.8544547800000011
2012-04,-0.03837728099999893,0.008205000000002016,-0.009378972000000374,-0.010421952000000012,-0.8545209799999967
2012-05,-0.057173505000000624,0.002141709999998298,-0.0010340040000000883,0.003913980000000011,-0.026035370000002445
2012-06,0.10349191100000077,0.006962080000000981,0.0010590780000008237,-0.010612904000000034,0.027065069999999025
2012-07,-0.02627371200000095,-0.004458249999998998,0.00028044499999957395,-0.011075268999999971,-0.01630824000000075
2012-08,0.007051653000001323,-0.006212670000001808,-0.002796192000000808,-0.018978493999999985,0.7666419800000028
2012-09,0.004376454999999169,0.001694620000000313,0.007492654000000876,0.03626881599999998,1.6599537399999988
2012-10,-0.04393489300000031,0.00928167000000002,-0.002102389000000038,0.0019784959999999963,-2.3256722399999994
2012-11,0.022830495000000006,0.008103930000000759,0.005325518999999446,-0.011774193999999988,0.6331438499999997
2012-12,0.004200788000000344,0.004059270000000836,-0.005950837999999514,0.0015698919999999894,-2.2856146000000006
2013-01,0.04215431400000025,0.007004859999998558,-0.0037340270000001397,-0.025784946000000003,0.7121639600000016
2013-02,-0.03819787900000016,0.011927260000000217,0.0009493139999996458,0.02435483899999999,3.1518053399999975
2013-03,0.024355485000000066,-0.0013141199999999742,0.004480291000000136,-0.0038709679999999747,-0.9273261999999995
2013-04,-0.017431205000000283,-0.0036981100000001987,-0.00489621399999951,0.002903225999999981,-2.1583720899999985
2013-05,0.0026260129999995385,-0.0013123900000007183,0.002131728000000166,-0.037419354999999974,1.5093142499999992
2013-06,-0.03566312799999949,-0.00297559999999919,-0.0016581840000009507,0.02060215099999997,-0.6508397299999995
2013-07,0.06339071000000018,0.0028256200000011944,0.0018417000000008343,0.01427956900000002,1.317669819999999
2013-08,-0.08007601799999975,-0.001268210000000991,-0.003921214000000894,-0.008591397000000014,-0.6847613199999998
2013-09,0.061113804999999743,-0.009189400000000347,0.004409582000000967,0.006774193000000012,-0.7101005799999989
2013-10,0.01431443399999921,0.011531370000000152,-0.0003948680000007698,0.009999999999999995,-0.01676847000000059
2013-11,-0.015966697999998836,-0.0033185299999995976,0.00022990200000094774,-0.009860215000000006,1.917059932999999
2013-12,-0.004373766000000501,-0.0015147699999999986,0.001607773999999118,0.0035913980000000095,-0.721630252999999
2014-01,-0.059520910000000704,-0.00571721000000025,-0.0066108619999996066,-0.014376344,-0.7313906590000006
2014-02,0.07844477800000149,-0.0010634600000010153,0.0036884929999994043,0.008364054999999995,-1.0246772019999995
2014-03,-0.03530514200000123,-0.001178119999998728,0.014467104000000397,0.016820276999999995,0.6810199899999994
2014-04,-0.0007265879999991398,0.0008766099999988342,-0.012500857999999226,0.0006328720000000065,2.4394521750000004
2014-05,0.014630545999999356,-0.004833519999998259,-0.0021754480000009124,-0.015505376000000001,-2.9448676320000002
2014-06,-0.0019332199999997357,-0.0050728000000006546,-0.0018900149999998561,0.011806451999999995,1.266849863
2014-07,-0.03407369800000026,0.0030383000000000493,0.0015684040000003563,-0.013268817999999988,-1.25566201
2014-08,0.052158390000000665,-0.004872640000000317,-0.002168293000000432,0.001795698999999984,0.7886947339999999
2014-09,-0.052599129000000744,-0.000641170000001523,0.00045364200000008736,0.0031720430000000133,0.41947940800000083
2014-10,0.03857185399999974,0.0031263300000023975,-1.0238999999856446e-05,0.0004301079999999985,-0.175470004000001
2014-11,0.0013010740000005683,-0.0032598700000008307,0.009347072999999817,0.0022688169999999924,-1.0443657489999993
2014-12,-0.0284347769999993,-0.0023546900000006588,0.0011809999999998766,0.027612903000000008,1.0488809769999996
2015-01,-0.02733551400000067,0.0004233400000011045,-0.00797981199999942,-0.03832258000000001,-1.0982931749999998
2015-02,0.08497169299999996,-0.0046677000000006075,0.0007655219999991303,0.003617511000000004,1.1509762270000001
2015-03,-0.07098801600000026,0.0005924700000008443,0.004180866000000449,0.006313364000000002,-0.4445416960000004
2015-04,0.026033811000000462,0.0004612199999982636,-0.006217242999999151,0.009574501,-0.2716919889999998
2015-05,0.0019521189999993638,0.0007108300000009393,-0.0003944220000011711,-0.013204302000000001,-0.6466592449999999
2015-06,-0.03167244699999916,0.0005103000000001856,-0.0022454989999998176,0.007215055000000012,1.55161859
2015-07,0.04078535499999969,0.0021071399999996743,0.0014809740000005789,-0.004451613000000021,-0.7734160430000001
2015-08,-0.08417440900000006,-0.002780949999998228,0.001201236999999189,0.006419354000000016,0.181577745
